id,input_address,formatted_address,street,house_number,city,latitude,longitude,created_at,updated_at
146,Simulated address near Branch Den Bosch,"Waterlaat 14, Kaatsheuvel",Waterlaat,14,Kaatsheuvel,51.65324241410869,5.033581870771999,2026-06-27 13:24:43,2026-06-27 13:24:43
147,Simulated address near Branch Den Bosch,"Langstraat 27, Nistelrode",Langstraat,27,Nistelrode,51.700081536083054,5.522205399918659,2026-06-27 13:24:49,2026-06-27 13:24:49
148,Simulated address near Branch Den Bosch,"Frontstraat 3A, Uden",Frontstraat,3A,Uden,51.65305153237509,5.646444063046742,2026-06-27 13:24:53,2026-06-27 13:24:53
149,Simulated address near Branch Den Bosch,"Veldleeuwerik 13, Maren-Kessel",Veldleeuwerik,13,Maren-Kessel,51.793318861937834,5.391745563020553,2026-06-27 13:25:05,2026-06-27 13:25:05
150,Simulated address near Branch Den Bosch,"Reuzenberg 46, Veldhoven",Reuzenberg,46,Veldhoven,51.42429157321678,5.390871099348287,2026-06-27 13:25:07,2026-06-27 13:25:07
151,Simulated address near Branch Den Bosch,"Gerwenseweg 14C, Nuenen",Gerwenseweg,14C,Nuenen,51.48470513483705,5.561814663592155,2026-06-27 13:25:09,2026-06-27 13:25:09
152,Simulated address near Branch Den Bosch,"De Dijk 12, Helvoirt",De Dijk,12,Helvoirt,51.63298721453474,5.24636830231665,2026-06-27 13:25:11,2026-06-27 13:25:11
153,Simulated address near Branch Den Bosch,"Oude Weisestraat 2, Druten",Oude Weisestraat,2,Druten,51.88096097812723,5.627501880699959,2026-06-27 13:25:17,2026-06-27 13:25:17
154,Simulated address near Branch Den Bosch,"Vleugeldijk 17, Zuilichem",Vleugeldijk,17,Zuilichem,51.79783384817668,5.108863780846433,2026-06-27 13:25:25,2026-06-27 13:25:25
155,Simulated address near Branch Den Bosch,"Paradijs 14a, Elsendorp",Paradijs,14a,Elsendorp,51.59123490158764,5.738532009249838,2026-06-27 13:25:27,2026-06-27 13:25:27
156,Simulated address near Branch Den Bosch,"Beekse Bergen 1, Hilvarenbeek",Beekse Bergen,1,Hilvarenbeek,51.519136816658346,5.115142101728937,2026-06-27 13:25:29,2026-06-27 13:25:29
157,Simulated address near Branch Den Bosch,"Nieuwe Dijk 25, 's-Hertogenbosch",Nieuwe Dijk,25,'s-Hertogenbosch,51.67018669797972,5.339214438850055,2026-06-27 13:25:39,2026-06-27 13:25:39
158,Simulated address near Branch Den Bosch,"Biesthoekstraat 14, Volkel",Biesthoekstraat,14,Volkel,51.62973294815802,5.656064881408199,2026-06-27 13:25:41,2026-06-27 13:25:41
159,Simulated address near Branch Den Bosch,"Bergstraat 119, Goirle",Bergstraat,119,Goirle,51.51388837324806,5.06013458812298,2026-06-27 13:25:49,2026-06-27 13:25:49
160,Simulated address near Branch Den Bosch,"Voorstraat 131, Beesd",Voorstraat,131,Beesd,51.88398682803729,5.188453650637429,2026-06-27 13:25:51,2026-06-27 13:25:51
161,Simulated address near Branch Den Bosch,"Laag-Beugt 3b, Heeswijk-Dinther",Laag-Beugt,3b,Heeswijk-Dinther,51.64443842325766,5.497952175867078,2026-06-27 13:25:59,2026-06-27 13:25:59
162,Simulated address near Branch Den Bosch,"Eikenbeemd 8, Baarschot",Eikenbeemd,8,Baarschot,51.471607936660085,5.174421766030577,2026-06-27 13:26:01,2026-06-27 13:26:01
163,Simulated address near Branch Den Bosch,"John F. Kennedybaan 89, Oss",John F. Kennedybaan,89,Oss,51.786262334571184,5.497334217495794,2026-06-27 13:26:03,2026-06-27 13:26:03
164,Simulated address near Branch Den Bosch,"Nachtegaalstraat 1, Sint-Michielsgestel",Nachtegaalstraat,1,Sint-Michielsgestel,51.63444064606254,5.36827578741861,2026-06-27 13:26:11,2026-06-27 13:26:11
165,Simulated address near Branch Den Bosch,"Laarstraat 37a, Velddriel",Laarstraat,37a,Velddriel,51.76267883226491,5.3011018375960495,2026-06-27 13:26:15,2026-06-27 13:26:15
166,Simulated address near Branch Den Bosch,"Luumpt 10, Balgoij",Luumpt,10,Balgoij,51.79062006253353,5.711723701829484,2026-06-27 13:26:27,2026-06-27 13:26:27
167,Simulated address near Branch Den Bosch,"Bolst 18A, Erp",Bolst,18A,Erp,51.61140988767946,5.601586317111853,2026-06-27 13:26:43,2026-06-27 13:26:43
168,Simulated address near Branch Den Bosch,"van Pallandtweg 20, Neerijnen",van Pallandtweg,20,Neerijnen,51.83417904553453,5.286095660021771,2026-06-27 13:26:45,2026-06-27 13:26:45
169,Simulated address near Branch Den Bosch,"Peperstraat 5, Oirschot",Peperstraat,5,Oirschot,51.51266893555143,5.307087657577112,2026-06-27 13:26:47,2026-06-27 13:26:47
170,Simulated address near Branch Den Bosch,"Vijfhuizenbaan 10A, Gilze",Vijfhuizenbaan,10A,Gilze,51.535903953949955,4.971726287849983,2026-06-27 13:26:49,2026-06-27 13:26:49
171,Simulated address near Branch Den Bosch,"Nobelweg 12, Schijndel",Nobelweg,12,Schijndel,51.60790005281053,5.475953688387499,2026-06-27 13:26:53,2026-06-27 13:26:53
172,Simulated address near Branch Den Bosch,"Pater van den Elsenpad 9, Goirle",Pater van den Elsenpad,9,Goirle,51.51767164039749,5.065002516197182,2026-06-27 13:26:56,2026-06-27 13:26:56
173,Simulated address near Branch Den Bosch,"Heijtmorgen 55, Reek",Heijtmorgen,55,Reek,51.75057444279697,5.696187195858008,2026-06-27 13:26:57,2026-06-27 13:26:57
174,Simulated address near Branch Den Bosch,"Bergstraat 47A, Loon op Zand",Bergstraat,47A,Loon op Zand,51.62610946431012,5.059736969057078,2026-06-27 13:27:01,2026-06-27 13:27:01
175,Simulated address near Branch Den Bosch,"Oude Weistraat 11, Velddriel",Oude Weistraat,11,Velddriel,51.77614947993263,5.306813226639425,2026-06-27 13:27:03,2026-06-27 13:27:03
176,Simulated address near Branch Den Bosch,"Molenstraat 35, Zeeland",Molenstraat,35,Zeeland,51.69713204733461,5.671214501002584,2026-06-27 13:27:05,2026-06-27 13:27:05
177,Simulated address near Branch Den Bosch,"Wolderweg 8, Maasbommel",Wolderweg,8,Maasbommel,51.85042053694768,5.511734729295079,2026-06-27 13:27:09,2026-06-27 13:27:09
178,Simulated address near Branch Den Bosch,"Berghuizen 3, Maasbommel",Berghuizen,3,Maasbommel,51.81888512582132,5.531820713225827,2026-06-27 13:27:13,2026-06-27 13:27:13
179,Simulated address near Branch Den Bosch,"Veneind 5A-37, Wintelre",Veneind,5A-37,Wintelre,51.437372623087725,5.336358258980828,2026-06-27 13:27:15,2026-06-27 13:27:15
180,Simulated address near Branch Den Bosch,"Rouwven 6, Wintelre",Rouwven,6,Wintelre,51.455437017403284,5.311907459622604,2026-06-27 13:27:17,2026-06-27 13:27:17
181,Simulated address near Branch Den Bosch,"Lille 8A, Vessem",Lille,8A,Vessem,51.42477620636853,5.31082724633367,2026-06-27 13:27:25,2026-06-27 13:27:25
182,Simulated address near Branch Den Bosch,"Polderweg 5, Oudheusden",Polderweg,5,Oudheusden,51.71853508665445,5.110631568171384,2026-06-27 13:27:29,2026-06-27 13:27:29
183,Simulated address near Branch Den Bosch,"Veerstraat 29, Waardenburg",Veerstraat,29,Waardenburg,51.84259014564728,5.219394103988188,2026-06-27 13:27:31,2026-06-27 13:27:31
184,Simulated address near Branch Den Bosch,"Achterst Ven 9B, Veghel",Achterst Ven,9B,Veghel,51.64016749708626,5.552856139999517,2026-06-27 13:27:35,2026-06-27 13:27:35
185,Simulated address near Branch Den Bosch,"Burensewal 7a, Erichem",Burensewal,7a,Erichem,51.89016446677095,5.330018708303113,2026-06-27 13:27:37,2026-06-27 13:27:37
186,Simulated address near Branch Den Bosch,"Zevenhuis 6, Zeeland",Zevenhuis,6,Zeeland,51.704051342425934,5.659775126405987,2026-06-27 13:27:50,2026-06-27 13:27:50
187,Simulated address near Branch Den Bosch,"Eindsestraat 69A, Dongen",Eindsestraat,69A,Dongen,51.618286025525656,4.972086476781729,2026-06-27 13:27:54,2026-06-27 13:27:54
188,Simulated address near Branch Den Bosch,"Waardhuizen 56, Waardhuizen",Waardhuizen,56,Waardhuizen,51.77755476288914,5.011607003172946,2026-06-27 13:27:57,2026-06-27 13:27:57
189,Simulated address near Branch Den Bosch,"Toterfout 29, Veldhoven",Toterfout,29,Veldhoven,51.416391356309454,5.344901641730043,2026-06-27 13:27:59,2026-06-27 13:27:59
190,Simulated address near Branch Den Bosch,"Zegenwerp 12, Sint-Michielsgestel",Zegenwerp,12,Sint-Michielsgestel,51.63156853147505,5.331124635237568,2026-06-27 13:28:01,2026-06-27 13:28:01
191,Simulated address near Branch Den Bosch,"Stevertsemolen 44, Eindhoven",Stevertsemolen,44,Eindhoven,51.448660851975504,5.480607093583312,2026-06-27 13:28:11,2026-06-27 13:28:11
192,Simulated address near Branch Den Bosch,"Patrijslaan 2, Best",Patrijslaan,2,Best,51.49490167954785,5.416346045854015,2026-06-27 13:28:14,2026-06-27 13:28:14
193,Simulated address near Branch Den Bosch,"Kloosterstraat 76, Loon op Zand",Kloosterstraat,76,Loon op Zand,51.62793426818032,5.0956513705909945,2026-06-27 13:28:22,2026-06-27 13:28:22
194,Simulated address near Branch Den Bosch,"Prinses Margrietstraat 14, Ravenswaaij",Prinses Margrietstraat,14,Ravenswaaij,51.942349573989574,5.325535999683623,2026-06-27 13:28:36,2026-06-27 13:28:36
195,Simulated address near Branch Den Bosch,"Nieuwe Fellenoord 59, Eindhoven",Nieuwe Fellenoord,59,Eindhoven,51.44698377803606,5.472459613723139,2026-06-27 13:28:42,2026-06-27 13:28:42
196,Simulated address near Branch Den Bosch,"Koevering 2, Sint-Oedenrode",Koevering,2,Sint-Oedenrode,51.58012844930289,5.4987754773049256,2026-06-27 13:28:48,2026-06-27 13:28:48
197,Simulated address near Branch Den Bosch,"Kasterensestraat 17a, Liempde",Kasterensestraat,17a,Liempde,51.584425945761346,5.37202838441265,2026-06-27 13:29:00,2026-06-27 13:29:00
198,Simulated address near Branch Den Bosch,"Vlagheideweg 6, Vorstenbosch",Vlagheideweg,6,Vorstenbosch,51.67871960481982,5.551482846591671,2026-06-27 13:29:02,2026-06-27 13:29:02
199,Simulated address near Branch Den Bosch,"Fahrenheitstraat 26, 's-Hertogenbosch",Fahrenheitstraat,26,'s-Hertogenbosch,51.692269251873924,5.292598041550879,2026-06-27 13:29:04,2026-06-27 13:29:04
200,Simulated address near Branch Den Bosch,"Heiligenboom 8E, Moergestel",Heiligenboom,8E,Moergestel,51.548206753597704,5.198971497293244,2026-06-27 13:29:10,2026-06-27 13:29:10
201,Simulated address near Branch Den Bosch,"Damianenweg 5, Sint-Oedenrode",Damianenweg,5,Sint-Oedenrode,51.59322823004104,5.46079614104494,2026-06-27 13:29:16,2026-06-27 13:29:16
202,Simulated address near Branch Den Bosch,"Statenweg 54a, Venhorst",Statenweg,54a,Venhorst,51.607370085808796,5.747800692911631,2026-06-27 13:29:22,2026-06-27 13:29:22
203,Simulated address near Branch Den Bosch,"Rielsebaan 52, Gilze",Rielsebaan,52,Gilze,51.537465248639315,4.972736366699388,2026-06-27 13:29:24,2026-06-27 13:29:24
204,Simulated address near Branch Den Bosch,"Meikampgraaf 3, Hellouw",Meikampgraaf,3,Hellouw,51.84004415810617,5.157995754033999,2026-06-27 13:29:32,2026-06-27 13:29:32
205,Simulated address near Branch Den Bosch,"Grotestraat 49T, Heesbeen",Grotestraat,49T,Heesbeen,51.72688119753386,5.110205663944316,2026-06-27 13:29:34,2026-06-27 13:29:34
206,Simulated address near Branch Den Bosch,"Expeditieweg 3, Boven-Leeuwen",Expeditieweg,3,Boven-Leeuwen,51.87814311188056,5.532994595831804,2026-06-27 13:29:50,2026-06-27 13:29:50
